index 1: 1.000000
index 2: 2.000000
index 3: 5.000000
index 4: 14.000000
index 5: 42.000000
index 6: 132.000000
index 7: 429.000000
index 8: 1430.000000
index 9: 4862.000000
index 10: 16796.000000
